A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
9.79	-0.646	-0.485	0.16	0	0	0	0.98759	0.99798	0.99995	0	0	0	100042008	Gm9794	NA
-0.08	-0.669	-0.895	-0.226	0	0	0	0.88493	0.66083	0.99493	0	0	0	75373	4930597O21Rik	NA
8.08	-0.352	-1.646	-1.294	0	-3.71	-1.83	0.99741	0.00302	0.05274	0	-1	0	14701	Gng12	chr6
6.58	-1.122	-1.95	-0.829	-0.77	-5.95	0	0.23154	0.00018	0.85858	0	-1	0	13197	Gadd45a	chr6
0.51	-0.156	-0.072	0.084	0	0	0	0.99297	0.99734	0.99703	0	0	0	320172	E230016M11Rik	chr6
8.7	0.366	0.337	-0.028	0	0	0	0.99955	0.99965	1	0	0	0	66870	Serbp1	chr6
0.1	1.471	1.252	-0.219	1.35	0.77	0	0.10668	0.23079	0.97494	0	0	0	16162	Il12rb2	chr6
6.86	-3.827	-4.351	-0.524	-13.95	-16.34	0	0	0	0.9818	-1	-1	0	56753	Tacstd2	chr6
-1.55	-7.885	-4.17	3.716	-12.47	-5.43	6.93	0	0.00033	0.00006	-1	-1	1	545847	Igkv14-111	NA
-1.69	4.972	3.474	-1.498	5.47	4.06	-0.65	0.00032	0.00187	0.27223	1	1	0	16071	Igkc	NA
5.42	-0.502	-0.087	0.415	0	0	0	0.99858	0.99998	0.99962	0	0	0	19895	Rpia	chr6
5.04	-2.49	-2.119	0.372	-8.36	-6.27	0	0.00002	0.00012	0.99789	-1	-1	0	13666	Eif2ak3	chr6
6.43	-0.145	-0.209	-0.064	0	0	0	0.99997	0.99994	0.99999	0	0	0	619547	Rpl34-ps1	NA
3.38	-0.618	-1.324	-0.707	0	-2.25	0	0.98233	0.02724	0.96727	0	0	0	232078	Thnsl2	chr6
5.37	-0.543	-0.708	-0.165	0	0	0	0.99858	0.98723	0.99998	0	0	0	57896	Krcc1	chr6
7.35	0.379	-0.529	-0.907	0	0	0	0.99967	0.99812	0.79327	0	0	0	68477	Rmnd5a	chr6
5.79	-0.391	-1.174	-0.783	0	-1.44	0	0.99947	0.09386	0.95295	0	0	0	22644	Rnf103	chr6
6.52	-0.615	-1.269	-0.653	0	-1.94	0	0.98804	0.04462	0.98602	0	0	0	66700	Chmp3	chr6
6.93	-0.017	0.059	0.076	0	0	0	0.99999	0.99998	0.99999	0	0	0	104263	Kdm3a	chr6
0.65	5.105	5.856	0.751	8.69	9.96	0	0.00001	0	0.67502	1	1	0	52250	Reep1	chr6
3.98	0.112	0.075	-0.037	0	0	0	0.99974	0.99986	0.99994	0	0	0	66223	Mrpl35	chr6
6.73	0.159	0.013	-0.146	0	0	0	0.9999	0.99999	0.99995	0	0	0	76614	Immt	chr6
5.22	0.388	0.596	0.208	0	0	0	0.99094	0.95715	0.99815	0	0	0	69956	Ptcd3	chr6
6.14	0.212	0.284	0.072	0	0	0	0.99991	0.99982	0.99999	0	0	0	20019	Polr1a	chr6
2.62	0.567	0.259	-0.308	0	0	0	0.9154	0.9877	0.98126	0	0	0	20454	St3gal5	chr6
-0.61	4.805	5.167	0.362	5.1	5.68	0	0.0005	0.00025	0.83707	1	1	0	71093	Atoh8	chr6
5.17	0.438	0.254	-0.185	0	0	0	0.9978	0.99964	0.99984	0	0	0	28035	Usp39	chr6
4.38	-1.331	-0.996	0.335	-1.63	0	0	0.07115	0.50844	0.9963	0	0	0	68364	0610030E20Rik	chr6
3.13	0.037	0.6	0.563	0	0	0	0.99991	0.9756	0.98338	0	0	0	232086	Tmem150a	chr6
5.13	-0.645	-1.58	-0.934	0	-3.52	0	0.96573	0.00399	0.6586	0	-1	0	66510	Rnf181	chr6
2.45	0.584	-0.088	-0.671	0	0	0	0.8942	0.99621	0.85096	0	0	0	53620	Vamp5	chr6
6.39	-0.948	-0.743	0.205	0	0	0	0.64756	0.95542	0.9999	0	0	0	22320	Vamp8	chr6
4.17	0.686	1.163	0.476	0	1.34	0	0.984	0.10934	0.99872	0	0	0	56316	Ggcx	chr6
8.61	-0.048	0.913	0.96	0	0	0	0.99883	0.63087	0.56637	0	0	0	232087	Mat2a	chr6
1.54	0.207	0.55	0.344	0	0	0	0.99521	0.95239	0.98755	0	0	0	78108	Particl	chr6
6.38	-1.338	-1.661	-0.324	-2.32	-4.52	0	0.02471	0.001	0.99944	0	-1	0	12332	Capg	chr6
3.79	0.219	0.123	-0.097	0	0	0	0.99967	0.99989	0.99992	0	0	0	232089	Elmod3	chr6
4.94	-0.116	-0.242	-0.125	0	0	0	0.9998	0.99941	0.99984	0	0	0	67442	Retsat	chr6
8.56	-1.319	-0.949	0.37	-2.1	0	0	0.03463	0.62672	0.99891	0	0	0	22134	Tgoln1	chr6
4.33	2.057	2.72	0.663	4.05	6.39	0	0.00185	0.00011	0.87639	1	1	0	21415	Tcf7l1	chr6
7.01	-0.043	0.018	0.062	0	0	0	0.99999	1	0.99999	0	0	0	74287	Kcmf1	chr6
5.05	1.23	1.125	-0.105	1.32	0.73	0	0.11204	0.2432	0.99972	0	0	0	19240	Tmsb10	chr6
0.74	0.459	0.301	-0.158	0	0	0	0.95153	0.9825	0.99274	0	0	0	330355	Dnah6	chr6
5.95	0.081	-0.338	-0.42	0	0	0	0.99992	0.99907	0.99858	0	0	0	56451	Suclg1	chr6
3.47	-0.132	-0.033	0.099	0	0	0	0.99988	0.99998	0.99994	0	0	0	100043338	Gm4374	NA
-2.88	5.98	6.519	0.539	5.45	6.03	0	0.00034	0.00018	0.75419	1	1	0	74342	Lrrtm1	chr6
4.22	0.131	-0.033	-0.164	0	0	0	0.99972	0.99995	0.9997	0	0	0	434050	Gm5576	NA
-1.86	-2.221	-5.193	-2.972	-2.04	-7.62	-4.41	0.03856	0.00003	0.00115	0	-1	-1	18489	Reg3b	chr6
1.26	-4.512	-7.366	-2.855	-5.55	-10.23	-5.55	0.00029	0	0.00028	-1	-1	-1	19695	Reg3g	chr6
1.86	-0.438	-0.183	0.255	0	0	0	0.98524	0.99781	0.99683	0	0	0	330361	Gcfc2	chr6
4.27	-0.207	-0.403	-0.195	0	0	0	0.9997	0.99847	0.99981	0	0	0	56284	Mrpl19	chr6
0.21	5.992	4.506	-1.486	7.69	7.02	-0.73	0.00003	0.00006	0.2471	1	1	0	232146	Eva1a	chr6
-0.52	-1.249	-2.522	-1.274	-0.5	-3.29	-0.64	0.31724	0.00555	0.27007	0	-1	0	21336	Tacr1	chr6
5.12	0.207	0.539	0.332	0	0	0	0.99995	0.99836	0.99988	0	0	0	66979	Pole4	chr6
6.49	-0.358	-0.149	0.209	0	0	0	0.98573	0.99677	0.99634	0	0	0	15277	Hk2	chr6
-0.57	-0.043	-2.149	-2.106	0	-1.79	-1.7	0.98229	0.05665	0.06423	0	0	0	20355	Sema4f	chr6
-1.21	2.767	3.34	0.574	4.86	6.24	0	0.00064	0.00013	0.83929	1	1	0	110958	M1ap	chr6
3.59	1.139	1.029	-0.111	0.49	0.1	0	0.32017	0.46016	0.99504	0	0	0	13448	Dok1	chr6
2.73	4.467	5.389	0.921	16.6	19.77	0	0	0	0.62479	1	1	0	16950	Loxl3	chr6
4.11	1.004	1.022	0.018	0.03	0.16	0	0.48946	0.43782	0.99999	0	0	0	64704	Htra2	chr6
6.47	-0.598	-0.554	0.044	0	0	0	0.99731	0.99848	1	0	0	0	11993	Aup1	chr6
2.39	-1.153	-1.962	-0.809	-0.46	-3.05	0	0.32874	0.00803	0.73687	0	-1	0	93838	Dqx1	chr6
1.08	-0.051	-0.369	-0.318	0	0	0	0.99866	0.98328	0.98806	0	0	0	69837	Pcgf1	chr6
1.84	-0.382	-0.054	0.329	0	0	0	0.97836	0.99857	0.9864	0	0	0	243510	Ccdc142	chr6
3.64	0.189	-0.385	-0.574	0	0	0	0.99944	0.99772	0.9865	0	0	0	68499	Mrpl53	chr6
5.75	-0.877	-0.751	0.126	0	0	0	0.73871	0.89388	0.99961	0	0	0	57377	Mogs	chr6
4.87	0.772	-0.126	-0.898	0	0	0	0.95052	0.99997	0.79745	0	0	0	22377	Wbp1	chr6
3.48	-0.253	-0.552	-0.299	0	0	0	0.99818	0.9816	0.9981	0	0	0	70020	Ino80b	chr6
6.29	-0.377	-0.199	0.178	0	0	0	0.98374	0.99518	0.9971	0	0	0	20166	Rtkn	chr6
-0.21	3.164	2.673	-0.491	7.05	6.05	0	0.00006	0.00016	0.92209	1	1	0	75659	Wdr54	chr6
0.11	0.379	1.181	0.802	0	0.41	0	0.91736	0.34565	0.66833	0	0	0	71837	1700003E16Rik	chr6
7.21	-0.073	-0.149	-0.076	0	0	0	0.99996	0.9999	0.99998	0	0	0	13191	Dctn1	chr6
4.07	1.46	1.482	0.022	1.76	1.88	0	0.0587	0.0485	0.99936	0	0	0	17768	Mthfd2	chr6
6.36	-0.135	-0.134	0.001	0	0	0	0.99997	0.99997	1	0	0	0	232157	Mob1a	chr6
2.76	0.827	0.195	-0.633	0	0	0	0.73891	0.99554	0.90911	0	0	0	78653	Bola3	chr6
7.2	-0.987	-0.248	0.739	0	0	0	0.54273	0.99992	0.98059	0	0	0	194388	Tet3	chr6
3.8	0.548	-0.3	-0.849	0	0	0	0.96773	0.99627	0.76385	0	0	0	27369	Dguok	chr6
2.22	7.551	8.88	1.329	18.22	19.42	0.75	0	0	0.2377	1	1	0	11468	Actg2	chr6
3.74	-0.547	-1.019	-0.472	0	-0.13	0	0.99058	0.45099	0.99702	0	0	0	70527	Stambp	chr6
6.93	-6.811	-4.34	2.472	-17.48	-10.33	5.01	0	0	0.00053	-1	-1	1	110935	Atp6v1b1	chr6
4.74	-0.38	-0.695	-0.316	0	0	0	0.99819	0.96179	0.9993	0	0	0	21766	Tex261	chr6
4.03	0.061	-0.265	-0.326	0	0	0	0.99991	0.99938	0.99905	0	0	0	56174	Nagk	chr6
6.56	-0.413	0.164	0.577	0	0	0	0.99886	0.99989	0.99543	0	0	0	232164	Paip2b	chr6
6.37	-0.446	-0.041	0.405	0	0	0	0.96542	0.9988	0.97899	0	0	0	18139	Zfp638	chr6
3.06	2.531	2.527	-0.004	6.53	6.66	0	0.00009	0.00008	0.99992	1	1	0	26903	Dysf	chr6
1.44	1.374	1.725	0.351	1.36	2.62	0	0.10601	0.0153	0.97306	0	0	0	232174	Cyp26b1	chr6
6.02	-0.089	0.164	0.253	0	0	0	0.99992	0.99982	0.99974	0	0	0	75914	Exoc6b	chr6
5.09	0.634	0.822	0.189	0	0	0	0.98247	0.87411	0.99982	0	0	0	108176	Npm3-ps1	chr6
4.6	0.036	-0.122	-0.157	0	0	0	0.99985	0.99947	0.99939	0	0	0	20751	Spr	chr6
3.06	-1.679	-0.577	1.102	-3.67	0	0.58	0.00318	0.97032	0.28739	-1	0	0	94282	Sfxn5	chr6
6.61	-0.212	1.257	1.469	0	1.06	2.08	0.99459	0.16019	0.0354	0	0	0	52055	Rab11fip5	chr6
5.24	-0.715	0.067	0.782	0	0	0	0.93838	0.99985	0.89872	0	0	0	232187	Smyd5	chr6
2.91	-1.764	-0.615	1.15	-3.89	0	0.81	0.00235	0.95111	0.22136	-1	0	0	73327	Pradc1	chr6
8.17	0.309	0.063	-0.246	0	0	0	0.99967	0.99997	0.9999	0	0	0	12468	Cct7	chr6
1.62	4.963	4.48	-0.483	3.79	3.87	0	0.00293	0.00253	0.78212	1	1	0	13656	Egr4	chr6
4.64	-0.152	0.311	0.463	0	0	0	0.99994	0.99971	0.99892	0	0	0	236266	Alms1	chr6
-0.07	1.259	3.05	1.791	0.66	4.43	1.69	0.26492	0.00112	0.06546	0	1	0	68396	Nat8	chr6
6.29	0.031	0.146	0.115	0	0	0	0.99999	0.99993	0.99997	0	0	0	100043508	Gm9769	NA
1.36	-2.222	-0.215	2.008	-2.92	0	2.43	0.00973	0.95041	0.02058	-1	0	0	93673	Nat8f2	chr6
2.1	-1.207	-1.82	-0.613	-0.74	-3.06	0	0.2392	0.00785	0.92503	0	-1	0	75541	Nat8f4	chr6
1.2	1.298	0.487	-0.811	0.98	0	0	0.1787	0.95133	0.72669	0	0	0	66116	Nat8f1	chr6
4.62	1.362	1.222	-0.141	2.46	1.54	0	0.01989	0.0815	0.99985	0	0	0	69786	Tprkb	chr6
7.7	-0.109	-0.006	0.103	0	0	0	0.99999	1	0.99999	0	0	0	72102	Dusp11	chr6
-0.05	1.99	2.186	0.197	3.32	4.05	0	0.00529	0.00187	0.98475	1	1	0	100502586	Gm19265	NA
6	2.615	2.002	-0.613	6.12	3.89	0	0.00015	0.00233	0.92218	1	1	0	21802	Tgfa	chr6
3.65	0.389	0.073	-0.316	0	0	0	0.99931	0.99998	0.99973	0	0	0	66488	Fam136a	chr6
3.29	0.698	0.328	-0.37	0	0	0	0.95724	0.99909	0.99846	0	0	0	68011	Snrpg	chr6
6.91	0.963	0.264	-0.699	0	0	0	0.61176	0.99979	0.98332	0	0	0	66881	Pcyox1	chr6
5.26	1.062	0.122	-0.94	0.38	0	0	0.35572	0.99981	0.64945	0	0	0	21841	Tia1	chr6
3.5	0.103	-0.3	-0.403	0	0	0	0.99974	0.99878	0.99707	0	0	0	232196	C87436	chr6
8.13	-0.161	-0.154	0.007	0	0	0	0.99992	0.99992	1	0	0	0	23983	Pcbp1	chr6
3.33	0.067	0.459	0.392	0	0	0	0.99992	0.9965	0.99828	0	0	0	72012	1600020E01Rik	chr6
1.28	1.766	1.452	-0.313	2.27	1.44	0	0.02654	0.09365	0.96143	0	0	0	67855	Asprv1	chr6
5.94	-0.765	-1.084	-0.319	0	-0.29	0	0.7811	0.38917	0.98285	0	0	0	17119	Mxd1	chr6
4.09	0.274	-0.124	-0.398	0	0	0	0.99785	0.99952	0.99532	0	0	0	66618	Snrnp27	chr6
4.24	0.856	0.362	-0.494	0	0	0	0.81282	0.99879	0.99537	0	0	0	23885	Gmcl1	chr6
7.25	-0.76	-1.437	-0.678	0	-3.78	0	0.96562	0.00272	0.99139	0	-1	0	11746	Anxa4	chr6
0.63	0.33	-0.004	-0.333	0	0	0	0.9779	0.99988	0.97955	0	0	0	67170	2610306M01Rik	chr6
6.58	-0.209	-0.069	0.14	0	0	0	0.99993	0.99998	0.99998	0	0	0	269774	Aak1	chr6
3.38	0.11	-0.654	-0.764	0	0	0	0.99969	0.96894	0.91151	0	0	0	56748	Nfu1	chr6
7.1	-0.288	-0.909	-0.621	0	0	0	0.99935	0.72137	0.98742	0	0	0	14583	Gfpt1	chr6
5.38	4.847	6.305	1.458	8.82	11.54	1.03	0.00001	0	0.16586	1	1	0	69538	Antxr1	chr6
-1.57	5.387	5.845	0.458	5.13	5.58	0	0.00049	0.00029	0.78983	1	1	0	232201	Arhgap25	chr6
3.14	0.373	0.302	-0.071	0	0	0	0.99832	0.99925	0.99992	0	0	0	72103	Aplf	chr6
2.84	-0.403	-0.124	0.279	0	0	0	0.99766	0.99981	0.99935	0	0	0	545864	Gm5879	NA
5.7	0.823	0.954	0.131	0	0	0	0.88748	0.62952	0.99994	0	0	0	69834	Rab43	chr6
5.27	0.737	0.89	0.153	0	0	0	0.96201	0.7913	0.99994	0	0	0	57905	Isy1	chr6
8.78	0.292	0.333	0.041	0	0	0	0.99971	0.99956	0.99999	0	0	0	12785	Cnbp	chr6
7.56	0.392	0.176	-0.216	0	0	0	0.99941	0.99992	0.99994	0	0	0	54161	Copg1	chr6
4.98	0.119	0.149	0.03	0	0	0	0.99997	0.99996	1	0	0	0	232210	Hmces	chr6
1.75	2.609	2.005	-0.604	7.27	5.04	0	0.00004	0.00051	0.93906	1	1	0	243529	H1fx	chr6
5.52	-0.499	-0.265	0.234	0	0	0	0.99844	0.99986	0.99993	0	0	0	19349	Rab7	chr6
7.83	0.166	-0.281	-0.447	0	0	0	0.99972	0.99918	0.99771	0	0	0	103963	Rpn1	chr6
-0.53	2.292	0.918	-1.374	2.5	0	-0.73	0.01865	0.57049	0.24526	0	0	0	14461	Gata2	chr6
4.11	0.344	0.039	-0.304	0	0	0	0.99793	0.99993	0.99882	0	0	0	65967	Eefsec	chr6
3.56	1.083	1.034	-0.049	0.59	0.25	0	0.28659	0.40562	0.99996	0	0	0	56505	Ruvbl1	chr6
8.25	-0.025	-0.037	-0.012	0	0	0	0.99999	0.99998	1	0	0	0	53421	Sec61a1	chr6
6.11	-0.933	1.184	2.117	0	0.71	4.61	0.60125	0.2476	0.00088	0	0	1	23945	Mgll	chr6
3.62	-0.585	-0.774	-0.189	0	0	0	0.96535	0.86221	0.99894	0	0	0	80283	Abtb1	chr6
1.3	3.246	3.32	0.074	7.71	8.11	0	0.00003	0.00002	0.99481	1	1	0	319655	Podxl2	chr6
4.87	1.592	0.752	-0.841	1.85	0	0	0.05086	0.77992	0.69236	0	0	0	17216	Mcm2	chr6
4.3	-0.617	-1.198	-0.582	0	-1.46	0	0.98712	0.09115	0.99408	0	0	0	24100	Tpra1	chr6
6.76	1.296	1.275	-0.021	2.56	2.38	0	0.01683	0.02241	1	0	0	0	18844	Plxna1	chr6
3.45	0.987	0.591	-0.396	0	0	0	0.53076	0.98594	0.99743	0	0	0	66098	Chchd6	chr6
4.11	0.583	1.092	0.509	0	0.59	0	0.98647	0.286	0.99338	0	0	0	232223	Txnrd3	chr6
5.15	-0.8	-0.19	0.61	0	0	0	0.88862	0.99967	0.98692	0	0	0	80292	Zxdc	chr6
1.76	0.85	-0.992	-1.843	0	0	-2.75	0.67042	0.51061	0.01263	0	0	0	107747	Aldh1l1	chr6
1.33	0.224	-0.596	-0.82	0	0	0	0.99089	0.92877	0.75176	0	0	0	71699	Slc41a3	chr6
6.33	0.05	0.01	-0.04	0	0	0	0.99953	0.99991	0.99975	0	0	0	232227	Iqsec1	chr6
4.49	-2.459	-1.152	1.307	-7.67	-0.78	1.77	0.00003	0.22898	0.05787	-1	0	0	665685	Ppp1r2-ps2	NA
5.55	-2.128	-2.908	-0.78	-4.68	-7.89	0	0.00081	0.00002	0.82844	-1	-1	0	54563	Nup210	chr6
6.08	-1.29	-2.754	-1.464	-1.2	-7.21	-2.06	0.13294	0.00005	0.03669	0	-1	0	232232	Hdac11	chr6
6.59	4.475	5.67	1.195	13.32	17.47	0.81	0	0	0.22107	1	1	0	14115	Fbln2	chr6
0.25	-1.373	-1.589	-0.216	-1.33	-2.15	0	0.1108	0.03186	0.99398	0	0	0	69798	1810044D09Rik	chr6
3.76	0.54	-0.121	-0.661	0	0	0	0.99239	0.9999	0.97718	0	0	0	72170	Chchd4	chr6
5.71	-0.548	-1.416	-0.868	0	-2.36	0	0.98268	0.02312	0.77485	0	0	0	74122	Tmem43	chr6
4.15	-0.034	-0.774	-0.741	0	0	0	0.99855	0.78246	0.81848	0	0	0	22591	Xpc	chr6
3.58	1.367	0.804	-0.563	1.63	0	0	0.07052	0.81069	0.95787	0	0	0	67678	Lsm3	chr6
6.61	2.88	2.39	-0.49	11.31	8.45	0	0	0.00002	0.99509	1	1	0	21366	Slc6a6	chr6
3.98	-0.243	-0.013	0.229	0	0	0	0.99817	0.99994	0.99867	0	0	0	232236	Ccdc174	chr6
1.22	4.316	3.874	-0.442	5.64	5.39	0	0.00026	0.00034	0.82546	1	1	0	232237	Fgd5	chr6
5.45	-0.485	-0.225	0.26	0	0	0	0.99778	0.99982	0.99984	0	0	0	22026	Nr2c2	chr6
3.89	0.229	-0.253	-0.482	0	0	0	0.99823	0.99831	0.98918	0	0	0	64658	Mrps25	chr6
4.96	0.026	0.117	0.091	0	0	0	0.99997	0.99987	0.99992	0	0	0	78287	Rbsn	chr6
-1.64	5.84	6.911	1.071	7.9	9.3	0.1	0.00003	0.00001	0.47242	1	1	0	22044	Trh	chr6
4.69	1.563	3.108	1.545	1.68	5.85	1.56	0.06546	0.0002	0.07918	0	1	0	243548	Prickle2	chr6
5.7	3.738	1.89	-1.848	8.17	2.88	-2.7	0.00002	0.01037	0.01353	1	1	0	101401	Adamts9	chr6
0.43	0.931	-0.571	-1.502	0	0	-1.34	0.56758	0.87706	0.10801	0	0	0	330385	9530026P05Rik	chr6
6.53	1.023	1.229	0.206	0.19	1.83	0	0.42856	0.05208	0.99994	0	0	0	14924	Magi1	chr6
2.73	-0.554	-0.283	0.271	0	0	0	0.98393	0.99846	0.99889	0	0	0	67582	Slc25a26	chr6
7.05	-0.269	0.835	1.104	0	0	0.87	0.99975	0.88155	0.20551	0	0	0	16206	Lrig1	chr6
1.78	-0.606	-0.192	0.414	0	0	0	0.87832	0.98636	0.9567	0	0	0	243574	Kbtbd8	chr6
4.25	-0.417	-0.646	-0.229	0	0	0	0.9993	0.99102	0.99993	0	0	0	20917	Suclg2	chr6
5.18	3.178	3.161	-0.017	14.59	14.77	0	0	0	0.99998	1	1	0	101351	Eogt	chr6
6.05	-0.121	-0.042	0.078	0	0	0	0.9993	0.99978	0.99972	0	0	0	232286	Tmf1	chr6
5.9	-0.021	-0.132	-0.111	0	0	0	0.99984	0.99893	0.99939	0	0	0	22200	Uba3	chr6
7.23	-0.319	-0.79	-0.471	0	0	0	0.99949	0.9185	0.99846	0	0	0	65106	Arl6ip5	chr6
5.85	1.297	0.635	-0.662	1.01	0	0	0.17196	0.87755	0.87215	0	0	0	232288	Frmd4b	chr6
2.33	-0.745	0.55	1.295	0	0	1.59	0.89924	0.97513	0.07512	0	0	0	17342	Mitf	chr6
6.9	1.414	1.099	-0.316	3.74	0.89	0	0.00289	0.1999	0.99993	1	0	0	108655	Foxp1	chr6
4.4	0.372	-0.375	-0.748	0	0	0	0.99695	0.99757	0.92207	0	0	0	66892	Eif4e3	chr6
6.28	0.239	0.671	0.432	0	0	0	0.99975	0.97933	0.99899	0	0	0	56353	Rybp	chr6
3.51	0.826	-0.272	-1.098	0	0	-0.61	0.83439	0.99927	0.27899	0	0	0	72171	Shq1	chr6
-0.84	2.078	4.226	2.148	2.45	6.11	2.1	0.02018	0.00015	0.03498	0	1	0	232313	Gxylt2	chr6
5.64	-0.183	0.101	0.284	0	0	0	0.99722	0.9987	0.99555	0	0	0	232314	Ppp4r2	chr6
5.96	-0.361	1.025	1.385	0	0.12	2.04	0.99372	0.45289	0.03799	0	0	0	55983	Pdzrn3	chr6
2.97	-2.721	-0.038	2.683	-5.78	0	5.78	0.00021	0.99716	0.00021	-1	0	1	12661	Chl1	chr6
-1.56	-5.824	-8.222	-2.399	-7.14	-11.1	-3.31	0.00005	0	0.00542	-1	-1	0	16192	Il5ra	chr6
4.34	-0.001	-0.274	-0.273	0	0	0	1	0.99914	0.99927	0	0	0	70047	Trnt1	chr6
4.98	-0.557	-0.476	0.081	0	0	0	0.99673	0.99875	0.99999	0	0	0	58799	Crbn	chr6
-0.49	4.507	6.031	1.524	8.13	9.95	0.97	0.00002	0	0.18187	1	1	0	16979	Lrrn1	chr6
2.2	-0.027	-0.445	-0.418	0	0	0	0.99993	0.99522	0.99629	0	0	0	74729	Setmar	chr6
5.27	0.598	0.171	-0.427	0	0	0	0.9924	0.99991	0.99915	0	0	0	58911	Sumf1	chr6
6.71	-0.123	-0.194	-0.071	0	0	0	0.99991	0.99982	0.99997	0	0	0	100043718	Gm4604	NA
7.52	-0.363	0.149	0.511	0	0	0	0.99958	0.99995	0.99873	0	0	0	16438	Itpr1	chr6
9.65	-0.544	-0.194	0.35	0	0	0	0.90506	0.98501	0.97164	0	0	0	20893	Bhlhe40	chr6
6.1	-0.448	0.073	0.521	0	0	0	0.99956	0.99999	0.9993	0	0	0	67166	Arl8b	chr6
6.77	-0.282	0.112	0.394	0	0	0	0.99988	0.99998	0.99977	0	0	0	192193	Edem1	chr6
2.5	-2.158	-2.086	0.072	-5.64	-5.33	0	0.00025	0.00036	0.99979	-1	-1	0	30937	Lmcd1	chr6
5.51	3.942	5.104	1.161	6.04	8.03	0.33	0.00016	0.00002	0.37504	1	1	0	18430	Oxtr	chr6
3.65	1.685	2.04	0.355	3.34	5.02	0	0.00519	0.00052	0.99188	1	1	0	58186	Rad18	chr6
6.28	-1.869	0.103	1.972	-3.07	0	3.65	0.00778	0.99562	0.0033	-1	0	0	259302	Srgap3	chr6
4.45	-0.495	-0.988	-0.493	0	0	0	0.99685	0.53496	0.99795	0	0	0	14911	Thumpd3	chr6
3.73	-0.188	0.299	0.488	0	0	0	0.99946	0.99854	0.99343	0	0	0	14910	Gt(ROSA)26Sor	chr6
7.49	0.094	0.083	-0.011	0	0	0	0.99992	0.99993	0.99999	0	0	0	72895	Setd5	chr6
4.28	-0.137	-0.293	-0.156	0	0	0	0.99974	0.99906	0.99977	0	0	0	97287	Mtmr14	chr6
6.24	-0.553	-0.162	0.391	0	0	0	0.99094	0.99976	0.99873	0	0	0	78783	Brpf1	chr6
2.4	0.257	0.011	-0.246	0	0	0	0.99435	0.99987	0.99549	0	0	0	18294	Ogg1	chr6
5.29	0.064	0.713	0.649	0	0	0	0.99996	0.96636	0.98689	0	0	0	52163	Camk1	chr6
4.25	0.462	-0.141	-0.603	0	0	0	0.99236	0.99962	0.97755	0	0	0	101206	Tada3	chr6
6.47	-0.173	-0.236	-0.063	0	0	0	0.99996	0.99993	0.99999	0	0	0	68089	Arpc4	chr6
2.3	-0.033	0.415	0.448	0	0	0	0.99951	0.98259	0.97926	0	0	0	101100	Ttll3	chr6
0.18	1.083	0.352	-0.731	0.28	0	0	0.39229	0.97924	0.8103	0	0	0	101122	Rpusd3	chr6
3.82	0.428	0.094	-0.334	0	0	0	0.99813	0.99994	0.99937	0	0	0	67767	Jagn1	chr6
4.88	-2.68	-2.504	0.176	-8.95	-8.02	0	0.00001	0.00002	0.99956	-1	-1	0	57890	Il17re	chr6
4.95	0.092	-0.373	-0.465	0	0	0	0.9999	0.99875	0.99751	0	0	0	171095	Il17rc	chr6
3.7	-0.81	-1.733	-0.923	0	-4.05	0	0.8264	0.00186	0.6689	0	-1	0	171508	Creld1	chr6
6.44	0.058	-0.186	-0.244	0	0	0	0.99996	0.99982	0.9998	0	0	0	66087	Emc3	chr6
2.12	2.232	1.623	-0.609	5.48	3.05	0	0.0003	0.00798	0.93603	1	1	0	211651	Fancd2	chr6
6.22	-0.262	-0.539	-0.277	0	0	0	0.9999	0.99811	0.99993	0	0	0	101314	Brk1	chr6
4.29	0.266	-0.111	-0.377	0	0	0	0.9997	0.99995	0.99936	0	0	0	22346	Vhl	chr6
4.74	-3.986	-3.316	0.669	-12.88	-9.98	0	0	0	0.94186	-1	-1	0	108960	Irak2	chr6
6.5	-0.831	-0.394	0.437	0	0	0	0.86138	0.99843	0.9984	0	0	0	381801	Tatdn2	chr6
0.75	-0.703	-0.177	0.526	0	0	0	0.87271	0.99568	0.96127	0	0	0	58991	Ghrl	chr6
5.33	0.832	0.371	-0.461	0	0	0	0.81976	0.99699	0.99441	0	0	0	110379	Sec13	chr6
5.24	-0.344	-0.176	0.168	0	0	0	0.99888	0.99975	0.99984	0	0	0	74244	Atg7	chr6
4.99	-0.487	0.115	0.602	0	0	0	0.96068	0.99686	0.93006	0	0	0	232334	Vgll4	chr6
2.94	0.882	0.708	-0.174	0	0	0	0.72022	0.92269	0.99881	0	0	0	68971	Tamm41	chr6
3.85	-0.823	-3.518	-2.695	0	-7.45	-5.34	0.67846	0.00004	0.00035	0	-1	-1	20965	Syn2	chr6
1.26	-1.83	-0.871	0.959	-2.85	0	0	0.01083	0.66169	0.55873	-1	0	0	19016	Pparg	chr6
2.21	0.719	0.47	-0.249	0	0	0	0.82418	0.95654	0.98663	0	0	0	381802	Tsen2	chr6
3.84	-0.286	-0.51	-0.224	0	0	0	0.99623	0.98121	0.99829	0	0	0	67027	Mkrn2	chr6
