"Term","Count","Box.Office","Critic.Score"
"sorority",3,20.07,33.33
"sos",1,57,33
"sought",2,25.79,47
"soul",14,71.48,60.5
"souls",3,1.47,17.67
"sound",1,0.7,96
"sounds",1,1.2,45
"souped",1,0.6,60
"sour",2,20.5,54.5
"source",3,13.53,31
"sources",1,55.1,76
"south",31,27.51,55.13
"southern",15,32.74,56.27
"southport",1,71.3,12
"soviet",6,58.83,54.5
"soviets",1,66.6,82
"sox",1,42,65
"space",22,54.62,49.95
"spacecraft",1,352.4,35
"spaceship",3,41.47,27.67
"spacey",1,6.1,42
"spain",3,21.43,60.33
"spanish",4,4.93,22.75
"spanned",1,0.05,36
"spanning",2,3.2,75.5
"spans",1,113.7,50
"spark",1,112.7,57
"sparked",1,12.4,18
"sparks",12,58.09,46
"sparky",1,35.3,87
"sparrow",5,207.08,41.4
"spartan",2,38.2,2
"speak",3,24.83,31
"speakeasy",1,12.5,48
"speaker",1,0.1,33
"speaking",1,7.8,40
"spear",1,11.7,40
"spearhead",1,123.8,92
"special",27,74.89,49.07
"specialist",2,27,20.5
"specialize",2,0.65,42
"specializes",5,34.96,30.6
"specially",1,119.4,22
"species",6,39.3,48.67
"specifically",1,6.1,42
"spectacular",1,0.06,89
"spectre",1,62,15
"speech",3,93.34,58.67
"speed",6,21.13,43
"speeds",1,12,60
"spell",3,34.63,43
"spellbound",1,5.5,98
"spelling",4,8.3,72.5
"spells",1,14.6,32
"spence",1,0.3,42
"spend",12,12.48,53.5
"spending",3,9.97,54
"spends",7,2.21,60.57
"spent",5,42.66,57.6
"sperm",2,13.9,29.5
"spice",1,0.2,67
"spider",4,202.25,68.75
"spiders",1,17.2,48
"spiderwick",1,71.1,80
"spies",1,40.6,64
"spin",2,60.1,43
"spinning",3,40.6,65.33
"spins",1,24.6,86
"spiral",5,11.19,34
"spiraling",1,0.3,29
"spirals",4,24.19,53
"spirit",17,39.24,32.35
"spirited",7,64.09,58
"spirits",3,62.97,71
"spiritual",3,6.63,2.33
"spitzer",1,0.2,91
"splicing",1,17,74
"split",4,30.33,21
"spock",1,257.7,95
"spoiled",5,46.96,45.4
"spoken",2,6,58
"spokesman",1,24.6,86
"spongebob",1,85.4,68
"sponsored",2,2.59,4
"spoof",3,41.03,12.33
"spoofs",1,13.3,9
"spooky",2,27.35,49.5
"sport",7,25.85,32.57
"sports",15,24.67,44.87
"spot",3,41.73,65.33
"spotlight",2,2.47,91
"spots",2,4,48
"spotted",1,4.2,44
"spotting",1,7.2,40
"spouses",2,19.8,60.5
"sprawl",1,155,75
"sprawling",3,52.37,52
"spread",2,8.5,7.5
"spreading",1,110.2,39
"spreads",2,195.9,46.5
"spree",2,297,58
"spring",7,26.7,37.14
"springfield",1,183,90
"springs",4,102.3,63.75
"spun",1,9.2,84
"spurlock",1,0.3,38
"spurts",1,2.3,83
"spy",15,53.79,42.13
"squad",8,66.01,53.38
"squadron",1,83.5,35
"squads",1,57.7,11
"square",2,82,50
"squarepants",1,85.4,68
"squares",1,13,59
"squeezed",1,96.9,96
"squire",1,55,58
"squirrel",1,64.2,10
"ss",1,0.4,44
"st",17,28.12,42.82
"stabbing",1,0.02,0
"stacks",1,85.9,27
"staff",3,35.47,42.33
"staffer",1,41,85
"stage",12,40.04,58.83
"staged",1,0.02,85
"stages",3,15.53,70.67
"staging",1,1.6,63
"stake",2,103.2,24.5
"stakes",6,80.64,72.67
"stale",1,2.3,83
"stalin",1,1.2,24
"stalingrad",1,50.5,54
"stalk",1,14.6,9
"stalked",5,37.1,23.8
"stalking",3,48.6,31.67
"stalks",2,36.07,49
"stalled",1,2.3,83
"stallion",3,46.33,59.33
"stallone",1,111.7,45
"stalwart",1,208.7,70
"stamp",1,0.03,86
"stan",1,48.4,15
"stand",17,43.44,49
"standard",1,57.7,11
"standards",1,1,75
"standing",7,49.7,44.43
"stands",2,18.6,54
"stanford",2,20.6,53
"star",55,19.73,50.33
"stardom",4,21.85,40.5
"stark",4,331.08,80.75
"starlet",1,0.3,67
"starling",1,163.9,39
"starred",1,54.2,68
"starring",2,33,32
"stars",11,23.26,34.09
"starship",1,0,0
"start",27,45.45,50.33
"started",4,4.54,46
"starting",5,28.12,39.6
"startling",1,9,63
"starts",19,60.04,53.42
"starving",1,0.3,50
"stash",1,15.4,3
"stasis",1,257.8,96
"state",16,8.33,53.5
"statehood",1,45.4,26
"states",16,48.13,51.44
"station",8,27.13,61.63
"statistics",1,6.4,89
"staton",1,7.2,41
"statue",2,78,38.5
"status",4,83.33,35.25
"stave",1,16.1,31
"stax",1,0.07,70
"stay",14,22.56,45.36
"stayed",1,0.5,34
"staying",2,26.3,53.5
"stays",3,74.67,48
"steadman",1,0.07,63
"steal",12,41.29,36.67
"stealing",6,78.18,32.83
"steals",6,79.7,37.33
"stealth",1,556.5,71
"steampunk",1,1,0
"steamy",1,2.8,20
"steed",1,3,17
"steel",2,3.95,7.5
"steep",1,11.4,22
"steeped",1,0.03,57
"steer",1,1.9,46
"stein",1,7.5,11
"stemming",1,0.4,10
"step",9,46.3,45.22
"stepdaughter",2,19.7,82
"stepfather",5,22.7,28.8
"stepford",2,59.3,26
"stephanie",1,26.4,2
"stepmother",7,62.41,33.14
"steps",2,191.6,49.5
"stepson",4,9.58,24.5
"sterile",1,0,20
"stetko",1,10.2,7
"steve",8,88.69,52.88
"steven",1,0.05,34
"stewardess",1,0.09,8
"stewart",1,79.5,44
"stickup",1,3.3,38
"stiff",1,13.2,1
"stifler",1,56.7,43
"still",22,47.4,50.59
"stills",1,0.03,68
"sting",1,0.4,61
"stinging",1,19.1,39
"stint",3,67.23,69.67
"stirn",1,0.08,50
"stirring",1,0.2,0
"stock",4,54.95,53.25
"stoddard",1,6.3,13
"stole",7,36.26,67.86
"stolen",11,47.75,50.91
"stomach",1,0.02,60
"stone",5,48.86,43.2
"stonebanks",1,39.3,33
"stoner",4,13.52,60.5
"stoners",1,29.9,53
"stones",1,5.4,87
"stonewall",1,12.9,8
"stop",53,84.13,43.75
"stopped",1,15,19
"stops",1,4,27
"store",15,26.87,47
"stories",24,19.03,50.08
"storm",12,46.58,50.83
"story",182,24.3,53.26
"storybook",2,84.6,21
"storyline",1,0.06,35
"stow",1,13.6,19
"stowaway",1,293,98
"strahm",3,49.23,21.67
"straight",7,33.43,36.14
"straighten",1,3.7,53
"strain",1,71.3,84
"strained",1,4.3,37
"strains",1,1.3,51
"strait",2,19.75,78
"stranded",13,35.17,48.38
"strange",20,58.27,34.7
"strangely",1,75.2,90
"stranger",13,29.58,45.92
"strangers",9,40.09,49.89
"strangest",1,31.9,37
"strap",1,37.1,44
"strapped",2,24.55,46
"strategy",2,36.4,42.5
"strathairn",1,0.01,69
"stray",3,24.54,48.67
"strays",1,1.7,6
"street",25,36.77,41.04
"streets",8,15.7,53.75
"streetwise",1,88.2,63
"strength",2,0.01,33
"stress",2,28.25,53.5
"stressed",1,13.7,95
"stresses",1,3.6,85
"stressful",1,18.6,13
"stretch",1,1.6,83
"stretching",1,18.4,0
"stricken",10,11.95,46.5
"strict",1,0.3,49
"strictly",1,70.6,48
"strigoi",1,7.8,9
"strike",3,43.3,44.33
"strikes",7,17.3,54.43
"string",5,84.28,35.4
"strip",3,16.67,37.33
"stripped",1,118.2,69
"stripper",3,47.27,70.33
"strive",1,0.03,25
"strives",1,11.2,44
"striving",1,0.03,67
"strode",2,31.8,15.5
"stroke",1,5.9,94
"strong",2,18.88,70.5
"stronger",3,60.3,53
"stronghold",1,63.9,73
"struck",3,66.23,54.67
"structural",1,25.1,49
"structure",2,64.75,45
"struggle",29,25.58,60.17
"struggles",44,39.9,60.86
"struggling",34,33.22,53.82
"strung",2,50.2,42.5
"stu",3,254.5,34
"stuart",14,48.31,53.71
"stubborn",1,171,96
"stubbornly",1,35.7,62
"stuck",5,23.39,44.4
"studded",1,3.2,75
"student",50,20.97,48.86
"students",28,22.25,44.89
"studies",2,43.65,35
"studio",1,4.8,47
"studios",2,0.37,83.5
"study",4,1.84,48.25
"studying",2,8.77,56.5
"stumble",4,22.68,60.5
"stumbled",1,200.8,90
"stumbles",6,23.42,46
"stunning",2,8.95,86
"stunt",2,68.6,53
"stuntman",3,17.03,64
"stunts",2,90.7,56.5
"stuttering",1,0.6,84
"style",6,55.52,55.33
"stylish",1,55.1,76
"stylist",2,50.1,27.5
"suave",1,1.1,0
"sub",2,9.55,86
"subdivision",1,16,8
"subdued",1,254.5,34
"subject",5,22.68,51
"subjected",2,20.2,31.5
"subliminal",1,14.1,53
"submarine",2,18.05,42.5
"submerged",1,8.3,84
"submersible",1,0.1,67
"submitted",1,33.3,79
"subsequent",4,48.58,70.5
"subsequently",4,71.98,40.5
"substance",2,89.8,63.5
"substitute",4,33.95,52
"subterfuge",1,15.1,12
"suburb",1,22.9,67
"suburban",22,33.67,51.59
"suburbanites",1,0,20
"suburbs",3,26.43,19
"subway",2,32.77,61
"subways",1,0,19
"succeed",1,5.7,12
"success",15,23.15,50.87
"successful",24,18.4,43.46
"successfully",3,64.53,66.33
"succession",1,4.5,46
"successively",1,0.04,38
"successor",3,93.4,5.33
"succubus",1,16,42
"succumb",1,7,2
"succumbs",1,380.2,80
"sucked",2,41.1,24.5
"sucking",1,73.6,32
"sudan",2,0.08,82
"sudanese",2,1.6,58.5
"sudden",10,29.9,46.8
"suddenly",8,36.69,51.38
"sue",1,126.6,51
"sued",1,96.9,96
"suffer",2,2.77,48
"suffering",8,34.6,42.38
"suffers",7,24.95,40.29
"sugar",2,0.85,94
"suggest",1,48.1,62
"suggests",3,79.25,27.33
"suicidal",1,0.3,63
"suicide",8,22.74,52.25
"suit",2,183.65,92
"suitcase",1,83.8,91
"suited",1,21.8,41
"suitor",2,58.35,19.5
"suitors",3,14.2,61.67
"sulley",2,151.25,87
"sullivan",2,26.6,42
"summer",40,13.78,49.98
"summers",1,19,8
"summit",1,0.9,76
"summon",1,54.2,62
"summoned",2,104.2,41
"sumner",1,10.3,41
"sun",5,47.94,60.8
"sunday",2,0.08,83.5
"sunflower",1,35.4,12
"sunken",2,48.05,48
"sunset",1,38.5,41
"super",11,140.88,63.18
"supercomputer",1,39.5,33
"superdog",1,32.5,23
"superhero",8,88.93,52.88
"superheroes",3,61,47
"superhuman",4,80.25,46.5
"superintendent",1,42.2,24
"superiors",2,48,45.5
"superman",2,107.15,72.5
"supermarket",1,25.5,73
"supernatural",18,39.23,31.28
"supernova",1,57,33
"superpowers",3,87.6,41.67
"superstar",3,22.3,69.67
"supervillain",1,148.2,72
"supervision",2,18.8,8
"supervisors",1,39.4,54
"supplier",1,17.8,79
"supplies",1,0.02,25
"supply",7,39.64,51.86
"support",7,35.03,38
"supports",1,0.3,52
"supposed",4,29.13,31.5
"supposedly",5,42.18,50.6
"supremacists",1,0,13
"supremacy",1,1.9,78
"supreme",1,238.3,58
"sur",1,0.04,45
"sure",4,38.73,40
"surf",3,6.37,59.67
"surface",1,0.04,35
"surfer",4,44.23,54.25
"surfers",2,1.83,59
"surfing",1,58.9,78
"surgeon",1,103,19
"surgery",1,14.3,23
"surly",1,24,51
"surprise",5,47.42,16
"surprised",1,186.1,59
"surprises",2,21.45,46.5
"surprising",2,8.55,30.5
"surprisingly",1,5.2,49
"surratt",1,11.5,55
"surreal",1,3.4,78
"surrender",1,3.3,31
"surrogate",5,30.4,62.2
"surrogates",1,38.5,39
"surround",1,20,60
"surrounded",3,20.71,57.33
"surrounding",3,1.31,36.67
"surrounds",2,35.6,46
"surveillance",1,32,4
"surveys",1,17.3,59
"survival",11,47.92,61.45
"survivalist",1,49.4,26
"survive",25,48.61,50.76
"survived",1,32,9
"survives",2,74.65,48.5
"surviving",7,8.34,58
"survivor",7,67.36,33.86
"survivors",16,43.54,47.44
"susan",1,22.2,91
"sushi",1,2.6,99
"suspect",7,36.01,36.71
"suspected",4,31,36.5
"suspecting",1,1,68
"suspects",6,23.52,47
"suspension",3,24.27,27.33
"suspicion",4,49.99,46
"suspicions",1,3.6,85
"suspicious",4,49.18,34.25
"sustain",1,0.1,75
"sustainable",1,1.3,88
"sustained",1,15,27
"sustaining",1,33.3,14
"suzanne",3,71.53,10
"suzette",1,30.2,47
"swallow",1,12,15
"swallowed",2,14.16,33.5
"swamp",5,117.61,48.2
"swamped",1,60.7,33
"swamps",1,0.8,11
"swan",3,107,87
"swanky",1,4.6,29
"swann",1,309.4,45
"swap",1,63.2,47
"swapped",1,17.2,13
"swashbuckling",1,45.4,26
"swears",1,77.7,39
"sweeney",2,26.45,59
"sweep",1,35.1,18
"sweeping",1,1.6,0
"sweepstakes",1,17.6,91
"sweet",3,42.43,62
"sweetback",1,0.3,91
"sweetheart",4,2.85,30
"sweethearts",1,26.8,8
"sweetzer",1,15.2,16
"swept",3,78.31,52.67
"swift",1,47,11
"swim",2,31,41
"swimmer",1,55,37
"swimmers",1,13.4,45
"swimming",2,23.45,32.5
"swindle",2,18.8,75.5
"swindling",1,3.5,66
"swinger",1,124.6,71
"swingers",2,4.2,21
"switch",3,49.07,40
"swofford",1,62.6,61
"swooning",1,6.1,42
"swooping",1,13.4,45
"sword",3,116.53,80.33
"swore",1,202.9,53
"sworn",1,80.1,16
"sydney",2,95.6,96
"sylvania",1,0,0
"symbologist",1,133.4,37
"symbols",2,210.15,30
"sympathies",1,2.8,54
"sympathy",1,5.2,48
"syndicate",3,41.43,59.67
"syndicates",1,0,20
"syndrome",1,2.1,64
"synthetic",1,138.4,85
"system",17,16.35,62.12
"systems",1,35.1,18
"t",79,44.99,49.91
"table",2,66.9,54.5
"tables",3,44.77,30.33
"tablet",1,0.2,0
"tactics",4,46.98,40.75
"tag",3,39.3,30.67
"taggart",3,9.2,14.33
"tai",1,0.1,70
"taijii",1,0.6,94
"tail",2,49.5,86
"tailor",1,13.1,77
"tailspin",1,0.1,58
"taj",1,3.8,7
"take",95,43.34,49.98
"taken",25,35.04,41.08
"takeover",1,49.4,55
"takes",80,45.52,50.85
"taking",22,67.72,43.68
"tale",25,29.61,42.84
"talent",8,30.7,53.88
"talented",8,8.53,43.38
"talents",1,21.4,53
"tales",4,69.18,43.5
"taliban",1,125.1,75
"talk",11,14.59,57.27
"talkative",2,42.57,51.5
"talking",7,78.01,54.14
"talks",1,0.6,63
"talkshow",1,26.7,43
"tall",2,36.55,62
"tallis",1,50.8,83
"tame",1,0.09,93
"tami",1,58.5,46
"tampa",1,27.9,64
"tang",1,2.8,29
"tangled",3,47.7,28.67
"tangles",2,23,27
"tango",1,0.9,48
"tank",2,52.5,45.5
"tanna",1,0.2,29
"tanner",1,0.01,12
"tantalized",1,16.2,85
"tap",2,102.7,63
"tape",3,13.1,26.67
"tapes",4,30.22,58.75
"tara",1,0.05,24
"tarantino",1,24.9,83
"target",13,65.71,38.77
"targeted",6,63.32,57.67
"targets",8,70.49,45
"tart",1,2.3,78
"task",7,54.61,46.71
"tasked",10,44.21,36.9
"tasks",3,43.74,55
"taste",2,63.75,72.5
"tastes",1,0.4,62
"tasting",1,3.9,48
"tate",1,0.5,86
"tattered",1,0.01,50
"taught",3,78.33,82.67
"tawdry",1,0,0
"taxi",2,0.16,8
"taxicab",1,36.5,10
"taylor",2,1.87,26.5
"teach",5,62.76,45
"teacher",29,32.23,54.24
"teaches",9,47.02,47.89
"teaching",1,2.3,94
"teachings",2,36.5,52.5
"team",108,62.17,50.15
"teammate",1,148.2,72
"teammates",5,57.24,41.4
"teams",19,79.39,49.68
"teapot",1,0.01,33
"tear",3,51.1,22.33
"tears",1,1.9,65
"teases",1,59.8,22
"tech",8,86.44,47.88
"techniques",2,0.87,87
"technology",7,98.58,53.57
"ted",3,111.87,53
"teddy",2,109.7,70
"teduski",1,57.3,45
"teen",21,49.13,53.05
"teenage",39,24.18,52.23
"teenaged",2,0.64,73
"teenager",43,30.5,49.19
"teenagers",11,46.75,43.36
"teens",11,35.83,34.73
"teeter",1,15.2,66
"teetering",1,5.6,10
"tehran",1,136,96
"telekinetic",1,35.3,48
"telepathic",1,25.3,82
"telephone",1,7.8,40
"teleportation",1,80.1,16
"televised",1,408,84
"television",11,19.29,39
"tell",4,0.99,78.75
"telling",1,10,22
"tells",25,22.82,45.44
"temp",1,68.3,19
"temper",1,134.5,67
"tempered",1,12.8,86
"tempestuous",2,24.45,78.5
"templar",1,173,44
"temple",1,16.3,94
"temples",1,50.8,65
"temporary",1,77,61
"temps",1,23.7,11
"temptation",2,26,32.5
"temptations",2,170.9,71.5
"ten",11,50.08,43.82
"tenacious",1,8.2,54
"tenant",1,52.8,86
"tenants",1,42.2,24
"tendency",1,33.6,9
"tender",2,2.5,38
"tending",1,0.02,0
"tenement",1,4.1,85
"tennessee",3,29.59,69.67
"tennis",3,13.32,71
"tense",4,9.78,47.25
"tension",2,34.78,45
"tensions",3,8.93,60
"tent",1,12.5,47
"tenth",1,51.5,57
"tenure",1,116.6,72
"terence",1,1.6,87
"term",6,38.37,68.67
"terminal",5,22.34,54.4
"terminally",5,29.22,56.6
"terms",15,68.56,45.73
"terra",1,1.6,48
"terrain",1,6.5,94
"terrestrial",1,145.8,86
"terrian",1,1.6,48
"terrible",5,114.98,44.2
"terribly",4,27.1,60
"terrified",2,31.7,23
"terrifying",12,25.67,25.67
"terrifyingly",1,8.5,36
"territory",5,53.36,48.4
"terror",11,90.32,41.18
"terrorism",3,12.43,78
"terrorist",22,107.51,56
"terrorists",3,23.6,58
"terrorize",1,82.2,40
"terrorized",3,84.73,51.33
"terrorizes",1,52.5,10
"terrorizing",2,56.4,49.5
"terry",5,12.54,84
"tesla",1,0.2,70
"test",17,42,46.41
"testagros",1,0.01,72
"tested",11,63.55,58.36
"tester",1,5.9,18
"testify",2,34.75,48.5
"testimony",1,0.05,96
"testing",5,28.68,41.6
"tests",3,210.83,41.33
"texan",1,0.03,53
"texas",23,17.78,54.52
"text",1,91.7,60
"th",29,49.51,46.34
"thadeous",1,21.6,27
"thai",2,5.95,37
"thailand",3,105.4,50.67
"thankfully",1,22.6,28
"thanks",6,38.62,50.67
"thanksgiving",4,19.34,42.75
"thatch",1,83.6,49
"theater",5,18.4,47.8
"theatre",4,52.6,79.75
"theft",2,63.5,44.5
"theme",2,279.35,50.5
"themed",2,21.6,3.5
"themes",1,0.05,34
"themistokles",1,106.6,42
"theodore",1,217.2,27
"theorem",1,0.3,52
"theories",1,88.9,13
"theory",1,4.5,46
"therapist",7,25.88,55.43
"therapy",1,109.2,11
"therefore",1,13.2,22
"therese",1,0.4,41
"thermopolis",1,107.8,47
"thermopylae",1,210.6,60
"theseus",1,83.5,35
"thesis",3,3.87,42.67
"thief",22,48.26,48.82
"thieves",4,25.45,45.5
"thin",2,20.45,47
"thing",8,48.59,44.88
"things",29,58.72,41.28
"think",7,35.85,30.29
"thinking",6,75.57,30.67
"thinks",8,9.29,30.88
"thinly",1,85.9,27
"third",10,70.22,54.1
"thirsty",2,12.95,43
"thirteen",3,1.68,77.67
"thirties",2,0.41,46.5
"thirty",9,29.48,35.22
"thirtysomething",2,46.8,41
"thom",1,0.02,0
"thomas",8,40.86,32.5
"thompson",3,16.06,74
"thor",2,193.7,71
"thornberrys",1,39.4,41
"thornton",1,11,57
"thoroughbreds",1,49.2,35
"though",28,19.44,46.61
"thought",6,72.57,51.33
"thousand",3,87.53,43
"thousands",3,12.94,48.33
"thrace",1,72.7,60
"thrashed",1,1.9,52
"threat",11,131.35,61.36
"threaten",5,111.67,48.8
"threatened",14,40.23,59.43
"threatening",8,61.64,38.75
"threatens",15,68.22,38.33
"threats",2,66.75,42.5
"three",120,37.16,45.86
"threw",1,9.2,84
"thrill",2,23.82,18
"thriller",9,19.46,42.89
"thrilling",2,56.85,43
"thrills",1,41.1,22
"thriving",3,0.6,49
"throne",6,85.08,58.17
"throughout",5,8.48,56.4
"throw",4,32.55,27.75
"throwers",1,0.2,74
"thrown",11,20.53,33.18
"throws",5,14.6,50.6
"thrust",4,29.85,64
"thug",2,3.95,51.5
"thugs",7,7.84,48.29
"thumb",2,0.55,37
"thunder",1,22.5,36
"thus",1,39.4,12
"thwart",3,75.77,35.67
"thwarted",1,5.5,12
"thwarting",1,1,22
"tibetan",1,23,23
"ticker",2,13.4,42.5
"ticket",1,24.7,34
"ticking",1,3.7,50
"tie",1,17.1,89
"tied",2,6.11,25.5
"tiered",1,0.06,35
"tierney",2,15.7,35
"ties",5,63.34,45.8
"tiff",1,17,32
"tiffany",2,66.06,64
"tiger",2,150.6,82
"tigger",1,18,79
"tight",2,22.9,26
"tightrope",1,2.6,100
"til",1,7.7,71
"till",1,28.6,10
"tiller",2,0.07,94
"tillman",1,0.8,93
"tilly",1,17,32
"tim",3,8.53,60.33
"timber",1,0.2,18
"time",93,54.68,52.15
"timekeeper",1,38.5,22
"timeline",1,238.3,58
"timelines",1,1,5
"times",7,14.61,62.86
"timid",4,18.28,54.75
"timing",1,83.9,23
"timothy",2,27.4,63.5
"tin",2,4.5,8
"tinge",1,209.2,75
"tintin",1,77.6,75
"tiny",6,34.05,42.5
"tip",1,171.9,46
"tips",1,36.5,10
"tired",3,11.3,33.33
"tiring",1,0.2,40
"tishkoff",1,117.1,70
"titanic",1,16.3,80
"titans",1,83.6,25
"title",5,10.11,30.8
"tj",1,34.8,61
"tk",1,0.2,37
"tm",1,0.04,48
"tn",1,1,72
"tobacco",2,12.32,80.5
"today",7,0.4,57
"todd",6,35.32,28.5
"toddlers",2,9,0
"together",76,42.15,50.71
"toilet",1,64.5,72
"tokyo",5,51.8,56
"told",11,54.4,48.64
"tolerance",1,36.5,69
"toll",2,3.85,79
"tom",6,32.42,55.5
"tomato",1,25.4,65
"tommy",1,10,51
"tomorrow",1,0.04,69
"tongan",1,4.4,29
"tongued",1,2.3,78
"tonight",2,0.2,40
"tonto",1,89.3,31
"tony",4,301.1,67.75
"toofie",1,1.1,27
"took",7,20.31,39
"tooth",3,61.17,32
"toothed",1,25,73
"toothless",1,177,92
"top",24,51.32,54.38
"topics",1,0.2,85
"topping",1,50.5,62
"toppling",1,202.4,68
"toretto",2,182.4,53
"torino",2,118.15,71
"torn",15,89.19,50.4
"tornado",1,8.5,16
"tornadoes",2,23.82,45.5
"toronto",2,0.11,55
"torpedoed",1,44.7,34
"torrential",1,0.08,85
"tortilla",1,0.07,25
"tortillas",1,0.07,25
"torture",4,6.48,14
"total",3,0.8,45.67
"totally",2,3,93.5
"toting",1,75.6,90
"touch",2,0.22,45
"touched",1,32.7,46
"touches",4,5.25,23.75
"touching",3,27.63,38.67
"touchy",1,0.01,45
"tough",15,32.39,48
"toughest",2,12.17,20.5
"tour",25,32.14,65.64
"tourist",3,34.67,49.67
"tourists",1,15.5,61
"tournament",6,72.78,58.17
"tournaments",1,0.05,77
"tours",4,103.08,55.75
"tout",1,0.06,23
"touts",1,22.9,22
"tow",4,72.9,40.75
"toward",4,38.88,46.5
"towards",4,12.05,53.25
"tower",1,200.8,90
"towers",2,22.7,60.5
"town",104,30.24,48.96
"towns",2,181.75,47.5
"townspeople",1,47.6,22
"toxic",2,51.35,65
"toxin",1,38.2,71
"toy",1,31.9,37
"toymaker",1,111.7,45
"toys",3,283.8,83.67
"tr",1,90.7,37
"traces",1,0.5,92
"trachtenberg",1,24.4,52
"track",18,77.66,45.83
"tracked",2,31.7,57
"tracker",1,34.2,29
"trackers",1,47.6,22
"tracking",2,30.65,71
"tracks",6,26.58,30.5
"tracy",3,44.13,43
"trade",8,29.53,55.63
"trader",2,21.5,19
"trades",1,28.8,61
"trading",3,3.63,59.33
"tradition",1,25.9,21
"traditional",5,33.48,55.6
"traditionalism",1,32.4,85
"traditionalist",1,1,87
"traditions",1,0.4,26
"trafficker",1,2.4,6
"traffickers",2,0.1,57.5
"trafficking",2,8.5,27
"tragedy",9,32.88,55.22
"tragic",8,37.46,62.75
"tragically",1,0.5,92
"trail",7,22.09,54.29
"trailer",2,9.1,79
"trailers",1,24.9,83
"trails",3,11.54,52
"train",16,42.73,64.94
"trained",9,89.98,55.89
"trainee",3,55.97,64.33
"trainees",1,20.8,11
"trainer",3,33.83,61.67
"training",9,52.29,46.11
"trains",3,16.1,42
"traits",1,54.4,30
"tramell",2,5.9,7
"transatlantic",2,56.45,65
"transcended",1,57,35
"transcripts",1,41,46
"transferred",2,12.05,45.5
"transfers",2,53.75,77
"transform",4,53.85,44.5
"transformation",4,0.53,64
"transformed",7,54,43.71
"transformers",1,402.1,19
"transforming",2,0.02,24
"transforms",8,68.27,53.25
"transition",3,1.4,33
"translated",1,0.3,30
"transmit",1,10,70
"transplant",3,42.83,32.67
"transplanted",1,0.08,66
"transplants",1,54.4,30
"transport",4,37.98,52.5
"transported",2,37.75,66.5
"transports",1,2.6,77
"transsexual",2,5.1,84
"trap",3,43.43,67.33
"trapped",25,30.74,42.52
"trapping",1,54,66
"traps",3,23.73,20.33
"trash",2,33,70.5
"traumatic",4,23.75,45.5
"traumatized",2,167.8,51
"travails",1,0.1,75
"travel",31,44.71,52.55
"travelers",1,0.04,35
"traveling",15,52.38,59.13
"travelling",2,55.9,68.5
"travels",35,46.6,49.14
"travers",1,83.3,80
"traverses",1,202.4,68
"travis",2,7.75,31.5
"treacherous",4,29.95,21.75
"treachery",1,309.4,45
"treader",1,104.4,49
"treadwell",1,2.9,93
"treasure",9,61.27,60.78
"treasures",1,88.6,96
"treat",1,234.2,58
"treaters",1,9.4,25
"treatment",4,10.68,55.75
"treaty",1,43.1,37
"tree",3,60.47,46.33
"trees",1,0,48
"trek",5,130.9,55
"tremblay",1,100.4,40
"tremor",1,25,73
"trenches",1,6.2,78
"trends",1,11,55
"trent",2,37.9,5
"trey",3,7.87,24.33
"triads",2,78.6,37.5
"trial",8,16.31,62.75
"trials",3,0.63,56.33
"triangle",6,11.03,49.5
"tribe",5,66.94,24.4
"tribes",1,131.6,6
"tribulations",2,0.65,79
"tribute",1,0.07,94
"trick",3,3.43,21.67
"tricked",2,12.15,48.5
"trickiest",1,0.03,35
"tricks",4,72.58,36
"tried",2,74.35,56
"tries",63,42.69,47.21
"trigger",1,1.2,45
"triggered",1,113.2,55
"triggering",2,8.5,54.5
"triggers",1,9.1,58
"trilogy",1,0.1,40
"trimester",1,0.07,94
"trinidad",1,0.3,52
"trinity",1,281.5,73
"trio",12,89.66,54.17
"trip",53,35.47,46.23
"triple",1,59.7,64
"tripod",1,234.1,74
"tripping",1,28.6,63
"tris",2,150.8,40
"triumphant",1,0.03,71
"triumphs",3,7.57,46.67
"troop",1,16.3,94
"troopers",1,18.4,35
"troops",1,58.8,37
"trophy",2,9.25,33.5
"tropical",2,121.15,11.5
"tropics",1,33.4,21
"trotting",1,35.9,12
"trouble",17,32.34,44.18
"troubled",24,29.7,53.04
"troubles",5,81.33,60.4
"troubling",2,50.6,42.5
"trove",1,30,79
"troy",3,77.83,68
"truck",4,8.3,55.25
"trucker",1,21.3,73
"true",68,33.61,52.03
"truffaut",1,15.1,12
"truly",2,11.55,28
"truman",2,14.7,81.5
"trumbo",1,0.03,82
"trumpet",1,0,3
"trumpeting",1,18,79
"trunk",2,0.15,30
"trust",3,3.68,20.67
"trusted",2,231.2,49
"truth",18,13.65,35.78
"truths",3,1.44,23.33
"try",37,49.29,47.05
"trying",48,41.05,48.44
"tschirner",1,0.09,8
"tsunami",1,19,81
"tub",1,12.3,14
"tubbs",1,63.4,47
"tucker",2,0.8,52
"tucson",1,4.8,62
"tuition",1,12,72
"tulip",4,22.43,18
"tumble",1,142.6,22
"tummy",1,2.8,53
"tumor",2,28.65,32.5
"tumultuous",4,15.09,36.5
"tunes",2,10.48,42
"tupac",1,7.6,78
"turaqistan",1,0.5,30
"turbulent",4,3.85,39.5
"turf",2,69.3,18.5
"turing",1,91.1,89
"turkey",2,29.95,40
"turkeys",1,55.7,18
"turmoil",3,115.27,70.33
"turmoils",1,9.2,89
